OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length
9935,3,Clare,118817,2021/03/17 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4705,3959.871062,,,8722541706,1013948.95
9936,4,Cork,542868,2021/03/17 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21516,3963.394416,,,19529490886,2129949.409
9937,5,Donegal,159192,2021/03/17 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8752,5497.763707,,,14624041937,2145085.774
9938,6,Dublin,1347359,2021/03/17 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,79715,5916.389025,,,2612632655,449433.5318
9939,7,Galway,258058,2021/03/17 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,9656,3741.79448,,,17079158586,1972288.286
9940,8,Kerry,147707,2021/03/17 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4351,2945.696548,,,12483603408,1753779.819
9941,9,Kildare,222504,2021/03/17 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,10462,4701.937943,,,4726063622,422182.0368
9942,10,Kilkenny,99232,2021/03/17 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3454,3480.732022,,,5585391835,453397.5722
9943,11,Laois,84697,2021/03/17 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3251,3838.388609,,,4731211499,398512.4622
9944,12,Leitrim,32044,2021/03/17 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,754,2353.014605,,,4618679673,453253.685
9945,13,Limerick,194899,2021/03/17 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,10750,5515.677351,,,7206726912,673892.6905
9946,14,Longford,40873,2021/03/17 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,1768,4325.593913,,,3097977869,315245.1728
9947,15,Louth,128884,2021/03/17 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,8653,6713.789144,,,2386326963,352203.5172
9948,16,Mayo,130507,2021/03/17 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6112,4683.273694,,,16036984139,2101964.077
9949,17,Meath,195044,2021/03/17 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,9522,4881.975349,,,6658570746,554844.7505
9950,18,Monaghan,61386,2021/03/17 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,4865,7925.259831,,,3768943157,392803.0473
9951,19,Offaly,77961,2021/03/17 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,3596,4612.562692,,,5558826350,561440.3786
9952,20,Roscommon,64544,2021/03/17 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2225,3447.260783,,,7278743876,622494.1546
9953,21,Sligo,65535,2021/03/17 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2249,3431.754025,,,5348370378,682286.8703
9954,22,Tipperary,159553,2021/03/17 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,5230,3277.907655,,,11551196729,781276.5797
9955,23,Waterford,116176,2021/03/17 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5311,4571.512188,,,4848379555,643184.904
9956,24,Westmeath,88770,2021/03/17 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,3354,3778.303481,,,5208705730,422669.3327
9957,25,Wexford,149722,2021/03/17 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,6706,4478.967687,,,6332221063,589324.4767
9958,26,Wicklow,142425,2021/03/17 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4301,3019.835001,,,5580728579,427539.1986
9959,1,Carlow,56932,2021/03/18 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,2738,4809.246118,,,2432351721,319348.5725
9960,2,Cavan,76176,2021/03/18 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,4696,6164.671288,,,5575009911,515954.4965
9961,3,Clare,118817,2021/03/18 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4710,3964.079214,,,8722541706,1013948.95
9962,4,Cork,542868,2021/03/18 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21531,3966.157519,,,19529490886,2129949.409
9963,5,Donegal,159192,2021/03/18 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8768,5507.814463,,,14624041937,2145085.774
9964,6,Dublin,1347359,2021/03/18 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,79930,5932.346168,,,2612632655,449433.5318
9965,7,Galway,258058,2021/03/18 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,9685,3753.032264,,,17079158586,1972288.286
9966,8,Kerry,147707,2021/03/18 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4358,2950.43566,,,12483603408,1753779.819
9967,9,Kildare,222504,2021/03/18 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,10502,4719.915148,,,4726063622,422182.0368
9968,10,Kilkenny,99232,2021/03/18 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3455,3481.739761,,,5585391835,453397.5722
9969,11,Laois,84697,2021/03/18 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3267,3857.279479,,,4731211499,398512.4622
9970,12,Leitrim,32044,2021/03/18 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,754,2353.014605,,,4618679673,453253.685
9971,13,Limerick,194899,2021/03/18 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,10760,5520.808213,,,7206726912,673892.6905
9972,14,Longford,40873,2021/03/18 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,1782,4359.846353,,,3097977869,315245.1728
9973,15,Louth,128884,2021/03/18 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,8659,6718.444493,,,2386326963,352203.5172
9974,16,Mayo,130507,2021/03/18 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6115,4685.572421,,,16036984139,2101964.077
9975,17,Meath,195044,2021/03/18 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,9540,4891.204036,,,6658570746,554844.7505
9976,18,Monaghan,61386,2021/03/18 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,4868,7930.146939,,,3768943157,392803.0473
9977,19,Offaly,77961,2021/03/18 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,3620,4643.347315,,,5558826350,561440.3786
9978,20,Roscommon,64544,2021/03/18 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2231,3456.556767,,,7278743876,622494.1546
9979,21,Sligo,65535,2021/03/18 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2255,3440.909438,,,5348370378,682286.8703
9980,22,Tipperary,159553,2021/03/18 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,5249,3289.815923,,,11551196729,781276.5797
9981,23,Waterford,116176,2021/03/18 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5319,4578.398292,,,4848379555,643184.904
9982,24,Westmeath,88770,2021/03/18 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,3359,3783.936014,,,5208705730,422669.3327
9983,25,Wexford,149722,2021/03/18 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,6721,4488.986255,,,6332221063,589324.4767
9984,26,Wicklow,142425,2021/03/18 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4313,3028.260488,,,5580728579,427539.1986
9985,1,Carlow,56932,2021/03/19 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,2739,4811.0026,,,2432351721,319348.5725
9986,2,Cavan,76176,2021/03/19 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,4701,6171.235035,,,5575009911,515954.4965
9987,3,Clare,118817,2021/03/19 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4712,3965.762475,,,8722541706,1013948.95
9988,4,Cork,542868,2021/03/19 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21550,3969.657449,,,19529490886,2129949.409
9989,5,Donegal,159192,2021/03/19 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8792,5522.890598,,,14624041937,2145085.774
9990,6,Dublin,1347359,2021/03/19 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,80194,5951.940055,,,2612632655,449433.5318
9991,7,Galway,258058,2021/03/19 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,9707,3761.557479,,,17079158586,1972288.286
9992,8,Kerry,147707,2021/03/19 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4358,2950.43566,,,12483603408,1753779.819
9993,9,Kildare,222504,2021/03/19 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,10520,4728.00489,,,4726063622,422182.0368
9994,10,Kilkenny,99232,2021/03/19 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3458,3484.76298,,,5585391835,453397.5722
9995,11,Laois,84697,2021/03/19 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3272,3863.182875,,,4731211499,398512.4622
9996,12,Leitrim,32044,2021/03/19 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,754,2353.014605,,,4618679673,453253.685
9997,13,Limerick,194899,2021/03/19 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,10762,5521.834386,,,7206726912,673892.6905
9998,14,Longford,40873,2021/03/19 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,1789,4376.972574,,,3097977869,315245.1728
9999,15,Louth,128884,2021/03/19 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,8672,6728.531082,,,2386326963,352203.5172
10000,16,Mayo,130507,2021/03/19 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6119,4688.637391,,,16036984139,2101964.077
10001,17,Meath,195044,2021/03/19 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,9573,4908.123295,,,6658570746,554844.7505
10002,18,Monaghan,61386,2021/03/19 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,4869,7931.775975,,,3768943157,392803.0473
10003,19,Offaly,77961,2021/03/19 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,3644,4674.131938,,,5558826350,561440.3786
10004,20,Roscommon,64544,2021/03/19 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2240,3470.500744,,,7278743876,622494.1546
10005,21,Sligo,65535,2021/03/19 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2257,3443.961242,,,5348370378,682286.8703
10006,22,Tipperary,159553,2021/03/19 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,5262,3297.963686,,,11551196729,781276.5797
10007,23,Waterford,116176,2021/03/19 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5330,4587.866685,,,4848379555,643184.904
10008,24,Westmeath,88770,2021/03/19 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,3361,3786.189028,,,5208705730,422669.3327
10009,25,Wexford,149722,2021/03/19 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,6750,4508.355485,,,6332221063,589324.4767
10010,26,Wicklow,142425,2021/03/19 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4322,3034.579603,,,5580728579,427539.1986
10011,1,Carlow,56932,2021/03/20 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,2744,4819.785007,,,2432351721,319348.5725
10012,2,Cavan,76176,2021/03/20 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,4705,6176.486032,,,5575009911,515954.4965
10013,3,Clare,118817,2021/03/20 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4721,3973.337149,,,8722541706,1013948.95
10014,4,Cork,542868,2021/03/20 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21567,3972.788965,,,19529490886,2129949.409
10015,5,Donegal,159192,2021/03/20 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8859,5564.97814,,,14624041937,2145085.774
10016,6,Dublin,1347359,2021/03/20 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,80477,5972.944108,,,2612632655,449433.5318
10017,7,Galway,258058,2021/03/20 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,9732,3771.245224,,,17079158586,1972288.286
10018,8,Kerry,147707,2021/03/20 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4364,2954.497756,,,12483603408,1753779.819
10019,9,Kildare,222504,2021/03/20 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,10564,4747.779815,,,4726063622,422182.0368
10020,10,Kilkenny,99232,2021/03/20 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3464,3490.809416,,,5585391835,453397.5722
10021,11,Laois,84697,2021/03/20 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3283,3876.170348,,,4731211499,398512.4622
10022,12,Leitrim,32044,2021/03/20 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,756,2359.256023,,,4618679673,453253.685
10023,13,Limerick,194899,2021/03/20 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,10789,5535.687715,,,7206726912,673892.6905
10024,14,Longford,40873,2021/03/20 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,1803,4411.225014,,,3097977869,315245.1728
10025,15,Louth,128884,2021/03/20 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,8682,6736.289997,,,2386326963,352203.5172
10026,16,Mayo,130507,2021/03/20 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6125,4693.234846,,,16036984139,2101964.077
10027,17,Meath,195044,2021/03/20 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,9618,4931.195012,,,6658570746,554844.7505
10028,18,Monaghan,61386,2021/03/20 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,4869,7931.775975,,,3768943157,392803.0473
10029,19,Offaly,77961,2021/03/20 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,3689,4731.853106,,,5558826350,561440.3786
10030,20,Roscommon,64544,2021/03/20 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2257,3496.839365,,,7278743876,622494.1546
10031,21,Sligo,65535,2021/03/20 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2265,3456.16846,,,5348370378,682286.8703
10032,22,Tipperary,159553,2021/03/20 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,5297,3319.899971,,,11551196729,781276.5797
10033,23,Waterford,116176,2021/03/20 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5361,4614.550337,,,4848379555,643184.904
10034,24,Westmeath,88770,2021/03/20 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,3379,3806.466148,,,5208705730,422669.3327
10035,25,Wexford,149722,2021/03/20 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,6770,4521.713576,,,6332221063,589324.4767
10036,26,Wicklow,142425,2021/03/20 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4330,3040.196595,,,5580728579,427539.1986
10037,1,Carlow,56932,2021/03/21 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,2749,4828.567414,,,2432351721,319348.5725
10038,2,Cavan,76176,2021/03/21 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,4707,6179.111531,,,5575009911,515954.4965
10039,3,Clare,118817,2021/03/21 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4722,3974.178779,,,8722541706,1013948.95
10040,4,Cork,542868,2021/03/21 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21585,3976.104688,,,19529490886,2129949.409
10041,5,Donegal,159192,2021/03/21 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8868,5570.63169,,,14624041937,2145085.774
10042,6,Dublin,1347359,2021/03/21 00:00:00+00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,80719,5990.905171,,,2612632655,449433.5318
10043,7,Galway,258058,2021/03/21 00:00:00+00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,9747,3777.057871,,,17079158586,1972288.286
10044,8,Kerry,147707,2021/03/21 00:00:00+00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,4365,2955.174772,,,12483603408,1753779.819
10045,9,Kildare,222504,2021/03/21 00:00:00+00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,10593,4760.813289,,,4726063622,422182.0368
10046,10,Kilkenny,99232,2021/03/21 00:00:00+00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,3466,3492.824895,,,5585391835,453397.5722
10047,11,Laois,84697,2021/03/21 00:00:00+00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,3291,3885.615783,,,4731211499,398512.4622
10048,12,Leitrim,32044,2021/03/21 00:00:00+00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,758,2365.497441,,,4618679673,453253.685
10049,13,Limerick,194899,2021/03/21 00:00:00+00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,10796,5539.279319,,,7206726912,673892.6905
10050,14,Longford,40873,2021/03/21 00:00:00+00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,1805,4416.11822,,,3097977869,315245.1728
10051,15,Louth,128884,2021/03/21 00:00:00+00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,8698,6748.704261,,,2386326963,352203.5172
10052,16,Mayo,130507,2021/03/21 00:00:00+00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,6129,4696.299815,,,16036984139,2101964.077
10053,17,Meath,195044,2021/03/21 00:00:00+00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,9654,4949.652386,,,6658570746,554844.7505
10054,18,Monaghan,61386,2021/03/21 00:00:00+00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,4870,7933.405011,,,3768943157,392803.0473
10055,19,Offaly,77961,2021/03/21 00:00:00+00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,3719,4770.333885,,,5558826350,561440.3786
10056,20,Roscommon,64544,2021/03/21 00:00:00+00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,2260,3501.487357,,,7278743876,622494.1546
10057,21,Sligo,65535,2021/03/21 00:00:00+00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,2266,3457.694362,,,5348370378,682286.8703
10058,22,Tipperary,159553,2021/03/21 00:00:00+00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,5327,3338.7025,,,11551196729,781276.5797
10059,23,Waterford,116176,2021/03/21 00:00:00+00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,5368,4620.575678,,,4848379555,643184.904
10060,24,Westmeath,88770,2021/03/21 00:00:00+00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,3385,3813.225189,,,5208705730,422669.3327
10061,25,Wexford,149722,2021/03/21 00:00:00+00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,6789,4534.403762,,,6332221063,589324.4767
10062,26,Wicklow,142425,2021/03/21 00:00:00+00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,4353,3056.345445,,,5580728579,427539.1986
10063,1,Carlow,56932,2021/03/22 00:00:00+00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,2754,4837.349821,,,2432351721,319348.5725
10064,2,Cavan,76176,2021/03/22 00:00:00+00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,4709,6181.73703,,,5575009911,515954.4965
10065,3,Clare,118817,2021/03/22 00:00:00+00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,4724,3975.86204,,,8722541706,1013948.95
10066,4,Cork,542868,2021/03/22 00:00:00+00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,21601,3979.051998,,,19529490886,2129949.409
10067,5,Donegal,159192,2021/03/22 00:00:00+00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8895,5587.592341,,,14624041937,2145085.774
